,gene_name,0528 cell,0528 EV,0618 EV,0622 EV,0618 cell,0622 cell
282,ATP1A2,16479422.90891,23593225.79654,14563144.565299999,29577117.01659,17799458.74636,18854645.80752
283,ATP1B1,3495149.4063999997,5227306.43367,3463748.41636,6964467.8313,4239416.8135,4237239.2129
284,ATP1B3,5707497.60216,6680400.78214,4314455.21086,9956640.37357,4938008.50794,6422788.4715
285,ATP2A2,65837263.5439,5559730.028926,5474995.1511,9335035.062611999,60191163.96402,80157134.74780001
286,ATP2B1,13996587.70941,15752749.65389,10979055.11882,17584622.31678,17080931.37198,13835853.01514
287,ATP2B3,2577794.484,1606002.863,1453836.441,1749617.057,2971130.803,2644119.551
288,ATP2B4,635717.9233,696984.698,547564.943,887067.269,823699.3762,615522.6712999999
289,ATP4A,6474274.824,1229680.578,1642460.054,1087421.349,4814882.899,6851083.378
290,ATP5F1A,286770621.252515,11855738.626499001,13801327.479147,19693821.964425,410625900.834296,283950240.631692
291,ATP5F1B,211235140.46995902,13650630.942685,20003301.420168,20074657.813335,291054552.06217,212524717.561003
292,ATP5F1C,27733271.09037,1486527.126481,2003345.616156,2124022.494833,29268393.09643,34511414.43568
293,ATP5F1D,953854.55025,20762.013364,34803.8002323,44176.82797,1848053.74241,894463.33838
294,ATP5F1E,13686826.01229,760310.661051,919244.063446,1115826.867751,17303006.85492,15104088.41167
295,ATP5IF1,15277975.194600001,565917.24885,669346.23108,885679.75738,18722041.2318,16262789.6262
296,ATP5MC3,81688677.853,578193.29362,238525.96860000002,819918.92595,50770617.654,107100292.263
297,ATP5ME,58219.30386,1292.314682,1612.772981,2147.659652,56087.74797,67863.58695
298,ATP5MF,6275362.7945,720338.81379,904591.1908600001,711424.26782,6696839.293400001,6289891.9392
299,ATP5MG,15063892.5935,552838.66269,844720.077675,827448.18893,19922382.172,16076427.5277
300,ATP5MJ,7503818.86,183791.3658,181268.8713,276292.8036,8194863.557,7419435.607
301,ATP5MK,2455363.143,128219.24308000001,124411.2605,164051.826,4042079.508,2016601.7195000001
302,ATP5PB,16477534.40692,640833.035311,1180006.205389,1283594.366242,18845361.11397,20143573.40562
303,ATP5PD,29933513.08504,1098752.35375,1327433.509932,1904997.271192,38614694.820420004,31213656.3953
304,ATP5PO,51742468.71225,2425296.866291,4010414.775238,4835017.4451750005,67559025.40718,52824383.1416
305,ATP6AP1,832266.4468,196068.35034,645285.57317,377075.31981,1143733.5304,843870.1115
306,ATP6AP2,3355156.6739999996,1844037.45016,4159149.0994,2809062.3874000004,3506881.6512,3902116.8236000002
307,ATP6V0A1,398474.3226,83624.58625,99840.68241,108748.89978,775791.8373,332083.08879999997
308,ATP6V0A2,2059651.8609,429671.03489999997,549625.222,355718.52879,2890999.5627,2270877.1021
309,ATP6V0C,5400436.2946,1168347.94102,982840.2949,672443.63442,7772062.4949,5476336.547
310,ATP6V0D1,9822889.2177,2566426.8325,2359651.6683,2342842.7811000003,12503485.086,10333398.3406
311,ATP6V1A,19028835.278699998,4814278.44478,6235024.73921,7186149.45083,25619856.38893,22095421.67752
312,ATP6V1B2,7939271.92845,2266156.67042,2560246.89672,2382240.57919,10051653.9704,8439828.577399999
313,ATP6V1C1,11293192.1763,2391252.3205,2857702.9906599997,2433547.07551,14860226.2247,13691806.8539
314,ATP6V1D,516707.6465,132367.3104,183371.6505,113804.1131,844805.5892,607496.5564
315,ATP6V1E1,14342072.309,3007050.0195,3004115.2116,2699659.0849,17669239.371,16176269.595
316,ATP6V1H,2814562.2988,620182.60441,795031.18393,671791.02758,4077471.0302,3350703.2202
317,ATXN10,7332401.357000001,1959027.1525,2801425.9738,1921361.395,7816069.295,8842672.548
318,ATXN2,49418277.82,17369704.351999998,24132567.133,25422282.95,27246929.27,64160284.78999999
319,ATXN2L,10077605.848000001,961440.00832,1069638.26079,812974.97102,10391185.101,10504576.2681
320,AUP1,698751.4261,93396.58791999999,115396.56924,143348.01275,1030536.9394,717684.5249000001
321,AXL,453065.92319,705579.3156,2346600.8642,2519162.2828,693016.7391100001,502613.40925
322,B2M,30918116.4578,27382273.8889,38423471.9706,33420348.2407,39393805.963599995,30784021.4081
323,B3GAT3,322298.6241,150133.9127,353650.374,217050.2179,647186.8553,320495.6514
324,B3GNT7,3432593.18284,11791624.26618,27524512.69833,16010922.70153,3262811.8044200004,3722265.59265
325,B4GALNT2,482589.1079,115317.0077,208811.2265,113145.7324,1629034.642,319439.7043
326,B4GALNT4,5342856.55777,13229466.30186,22853169.40138,16692018.9933,9032022.85235,5336444.27634
327,B4GALT1,587134.6869,418781.471,1506946.082,1276670.266,575758.1272,653680.2797
328,B4GAT1,3548339.7546,2057453.1125,7760313.112,7169643.9867,4428333.7743,3654143.3898
329,BABAM2,661406.5747,221104.7605,318528.6712,222681.8663,692187.3047,818782.033
330,BACC1,362617.4487,233709.1202,309607.4446,268669.0515,545782.3542,494181.1135
331,BAG2,22174942.7727,9597047.01318,13078132.069799999,8620304.67991,24779334.4951,25067195.3775
332,BAG3,12945959.03503,3651500.939568,5683633.258644,4899483.651695,13349555.19394,15239440.48718
333,BAG5,105883.3716,54416.03879,79087.41844,62093.07808,131645.513,145661.0048
334,BAG6,5022480.72919,1768933.772163,2329258.1269,1876947.7989200002,6447585.36027,5805804.960150001
335,BAIAP2,17606813.14172,10169978.149840001,9572261.05647,13763506.62861,20930953.82679,24728417.83431
336,BAIAP2L1,32253274.6439,20001750.26417,18069356.36309,20714437.50401,39996591.84666,36077518.5018
337,BANF1,28031847.87668,8856661.77552,18333249.99134,5507910.193320001,26095419.25465,33279632.2918
338,BASP1,24881105.67534,31815408.727357,18952373.138746,51716568.870147005,17942661.399106,29721516.174068
339,BAZ1B,14058568.9996,3564090.18364,5872635.446040001,1807612.9983100002,15369335.4538,15143833.0267
340,BCAM,3244896.856037,11911826.08637,21550311.09306,11542371.03401,3372433.40121,4195969.203575
341,BCAP29,1934653.1213,346103.5087,457994.2032,329330.06700000004,2228994.0926,2108325.8077
342,BCAP31,194707040.08908,11875738.750573,11684285.238553,14613580.029997,225461922.68309,212347019.69219
343,BCAS2,2920698.3276,814647.5895100001,1264625.7614,884914.92394,4170418.499,3676284.3936
344,BCCIP,18740271.04839,5430530.1775279995,7085643.85636,6079471.893667,16930135.767839998,25593978.96287
345,BCKDHA,120112.2871,4160.249211,3841.268833,5680.514,172488.7566,114080.4223
346,BCL10,2939575.597,441428.7562,515069.7878,475232.4708,2778369.147,3481420.609
347,BCL2L13,338530.2671,80655.9985,184141.54595,139549.30708,475147.8436,400316.0547
348,BCLAF1,24064739.8842,2031969.96298,2243502.80187,1764812.18441,33510378.7193,26047872.6189
349,BCS1L,129063.9711,48482.59686,89959.92921,242422.0069,161584.0767,140383.329
350,BGN,3021919.7864,17523159.83816,15894042.5746,17690431.1258,2456196.2922139997,3102054.8436
351,BID,398366.2758,65891.642523,100655.962731,95966.30973800001,539042.4593,372269.71855
352,BIN1,296398.3235,38008.9307,73543.24086,59594.77283,314935.1039,317478.92
353,BIRC6,7063486.757300001,1785568.59117,2981145.5203,2019362.6009,9259621.4919,8617894.0065
354,BKGD,5731736.1781,737192.1092000001,1567958.235,1250821.016,9601748.963,5780983.4449000005
355,BLMH,20812554.61482,4420471.0079,8620976.2702,8702335.4605,24096995.2438,23053214.3886
356,BLOC1S3,1368464.2532000002,300605.04206,518464.6788,451656.21619,2523115.6761,1393266.1127
357,BLVRA,40631015.52788,9806534.23201,14327462.57203,11210551.65282,42425346.42661,47253594.16355
358,BLVRB,15267577.6732,2422958.3383,3378633.2187,2458515.5374,17528921.8266,14388983.8715
359,BMS1,1659312.86847,353706.50705,516964.29442999995,424211.31199,2905544.84925,1888533.62184
360,BOLA2,19477900.5137,2669374.7618199997,2525531.4621,3854009.9971000003,19876127.9865,21476336.2679
361,BOP1,3066887.6873899996,571085.027645,811565.797422,482152.05768800003,3687627.062624,3309151.190506
362,BPHL,405799.6856,79251.26785,189788.6259,355804.4121,711611.0672,398188.7106
363,BPNT1,13842698.1131,14097316.56325,14554163.03283,18030079.14351,17551032.094800003,15716879.1364
364,BPNT2,1000296.523,299447.5699,499458.0094,409519.0828,841857.9519,1020249.32
365,BPTF,286616.2653,91121.78216,172269.3478,126154.7966,379130.3554,442318.748
366,BRAT1,739787.7921,288291.5568,392508.732,214332.8148,554576.8536,1093959.821
367,BRCC3,65790.35893,17958.63211,24137.10956,36425.25769,103841.881,70780.44291
368,BRD9,453126.8953,3646374.738,4092285.982,6952011.711,237031.8968,787782.4804
369,BRIX1,5674786.2447,1241530.47998,1661715.8414699999,1157631.3269,6830157.5998,5911535.439900001
370,BROX,4117875.9569,3455418.7246,3854835.7327,3267847.7514,4568760.9979,5442890.1722
371,BSG,63332312.7974,75766009.17609,58704854.402119994,102988430.46005,65758829.77152,74404894.77342
372,BTAF1,176716.3433,43718.45081,55471.52761,73635.64289,314039.439,187103.8437
373,BTD,541882.3434,634028.77864,2317607.6814,1636856.517,642497.3721,596232.7733
374,BTF3,19630215.54395,1899633.6150870002,3043681.131155,2356820.68182,20417867.15748,23411543.33584
375,BTF3L4,26261593.4289,3744006.3155,5845958.0823,4780675.7213,41763232.8109,28415569.970399998
376,BUB3,15516088.4483,6355525.2308,11213052.831,4118078.0502,20898978.6932,15887205.3046
377,BUD31,1694209.874,355843.3833,542626.1065,245879.725,1347460.802,2228773.001
378,BYSL,714815.6427,172029.5558,271587.2518,178340.1715,868241.6672,844429.132
379,BZW1,25678017.590800002,7261428.12136,9123196.33917,8947243.56663,32041138.1016,33458324.6201
380,BZW2,17906456.5358,3892259.9402,5246183.5935,4728239.1569,19137098.0638,21967463.585699998
381,C11orf68,3903346.5889,824371.7228,1332250.5761,1277638.6875,5612572.786,4796376.456
382,C17orf75,218856.6786,102777.6758,146737.2207,131543.3415,229666.82,252073.339
383,C19orf53,1158555.1723099998,100178.37291,152461.25384,94545.78527,1569323.2826,1408032.50221
384,C1QBP,26638917.8987,978586.36066,1792572.63972,1550797.20481,25163215.713299997,41244474.3386
385,C1orf167,2297866.421,1043265.525,1457387.033,652211.5153,1169417.231,3525323.479
386,C3,2282455.290198,8488477.6461,26426123.275200002,36365412.6635,1943598.6618249998,2892139.133735
387,C4A,84824.46021,108586.0922,337514.2115,486498.4721,107151.6942,118774.0226
388,C4BPA,294604.2216,636420.2552,1009323.299,968195.0857,257397.9763,359111.6927
389,C8orf82,1721527.1837,203791.30265000003,270140.92837,249393.22364,2797428.465,1822592.9249
390,C9,66462.75182,318260.9762,313487.5135,548133.5971,54540.93104,78952.72579
391,CA11,717414.5043,524105.2223,647328.1112,275242.9226,206615.9596,302520.1726
392,CA8,2173618.252,439269.0922,678401.3746,805017.0441,2662840.77,2579214.132
393,CAB39,4011681.5427,2600215.96717,2903478.864,3577991.7781,4275742.5443,5176017.9389
394,CACNA1C,122376.6875,1052113.092,994310.8069,612487.0781,180466.2472,176554.9755
395,CACNA2D1,52423.46005,44991.31253,71030.53599,80772.82084,55570.77887,66956.62958
396,CACYBP,35823482.22464,27776693.501938,40644901.297136,87854785.238517,28187957.38266,52759781.537259996
397,CAD,22394925.69641,5835167.842296,7050209.933561,6519028.2453,26700687.73006,26371181.72556
398,CALCOCO2,1395875.1012,372070.01831,322727.37088,397352.14735,1334565.08303,1224710.1190499999
399,CALD1,999328.5812,645117.2801,766500.6631,721119.982,1403170.858,932141.7716
400,CALM1,13693482.27179,12927045.15647,7347906.55246,10732115.04593,9889316.14807,28774892.738599997
401,CALR,301465737.89172,20034989.468697,31164604.177761,35042486.054393,273580434.90684,304146061.4401
402,CALU,29608846.85085,11967337.59164,28814568.934150003,15865868.26556,26100624.52282,36807422.35803
403,CAMK2D,11018802.238699999,3251500.9462,4303724.8167,3381174.7087,11683461.077300001,12086483.8532
404,CAMK2G,1017143.234,308641.0563,571142.3706,377352.6162,1031741.057,1179132.636
405,CAND1,95900647.075607,27001893.036288,47210319.600367,32341452.433604002,111292851.13512,113507655.68846
406,CANX,190360253.75901,10570753.357628,11079966.305804,20646403.132916,219903510.57356998,203744359.91442
407,CAP1,170259357.55053,36341739.169208,50552002.574807,48307535.359813,187280197.930859,212182493.17782
408,CAP2,5350904.0409,1306263.8726400002,2067415.22475,1497520.81983,6580847.0550999995,5837217.0993
409,CAPG,62915460.95124,6060398.89248,11654593.19574,8599318.42689,78690999.8502,61287463.3371
410,CAPN1,54492299.38351,10527939.469773,20116041.28749,15388387.500853,75705732.65825,58940716.80711
411,CAPN2,64296281.74724,15971657.26565,24053394.603869997,17749252.65207,77948482.75164,65818981.97314
412,CAPNS1,52801353.473676994,10208352.40909,16521837.92351,11953797.416579999,54795496.349706,62892837.63093
413,CAPRIN1,28127276.3028,3363943.07098,6198806.13239,5126128.30973,25680535.0605,34963079.368
414,CAPZA1,10379424.7338,2723812.0846800003,3536077.9979499998,3402443.6208099998,12390748.602699999,13896160.5161
415,CAPZA2,37036013.7114,9898356.56807,15820168.80907,14994038.93761,55713979.83908,39455658.652389996
416,CAPZB,103576688.74610001,26029575.7995,38369305.50279,34784993.28943,106065356.19669999,127746881.1996
417,CARHSP1,26411654.86364,4544932.257291,6575832.9269900005,5460180.47886,30509737.12911,28405979.33704
418,CARM1,6017639.5822,2161293.3564999998,3412886.8078,2040890.8126,7887619.109,7071958.7419
419,CARS1,36947137.50342,8509264.079026,19224754.166884,12510799.046199,56970377.918077,41256338.73553
420,CASC3,325502.7288,33341.3463,39921.69798,30091.11045,415666.3463,326098.0846
421,CASK,2159909.0776,1864344.4368999999,1667816.2462,2693886.5102,2494353.7277,2485523.0955
422,CASP3,2269247.87975,397988.75746,633836.9916000001,503952.39394999994,3062325.04245,2433064.7825
423,CASP6,998174.852,207525.4208,431340.3853,644405.307,1184185.052,974041.901
424,CASP7,2411946.1033,309020.43692,532139.0503,365677.17892,3220407.0785,2290181.4209
425,CASP8,400655.39942,111102.52957,188082.01951,205001.82285,407097.80529999995,507073.83558
426,CAST,34230413.04266,3811109.19583,5949464.16336,5471884.21672,34745674.84051,37899385.8414
427,CAT,36003419.623189,5451129.293149,8504402.737613,9510031.650302,41140665.724892996,41015005.513759
428,CAV1,91886334.46697001,17848786.06224,20920378.13969,22646326.797819998,106040731.23116,94999097.2404
429,CAVIN1,78333589.31872,11165343.12116,14890584.65766,12965414.78192,103379921.44656,85734335.75665
430,CAVIN3,8324026.259099999,2175364.3512500003,2862809.4418,2581698.4893199997,11819548.1062,8297446.6861000005
431,CBFB,1965367.9087,250896.1581,277022.29349,373010.49256,3106216.1738,2048548.7272
432,CBL,3758502.7641000003,793543.94948,1318024.4986100001,1012021.3198299999,5875344.5828,4085912.175
433,CBR1,6785494.7851100005,1619249.977943,2221569.40565,2035857.50794,9209571.142620001,7116755.75144
434,CBS,4780199.2362,851859.1999,1792644.9969000001,979503.6388000001,10207800.254999999,5246485.100099999
435,CBX1,8316143.4004999995,662567.48763,1070761.83773,709297.99075,5884262.4087,9578337.0738
436,CBX3,6143146.8889,1133206.60165,1480247.8029,1119188.04623,5194028.0488,8357593.4914
437,CBX5,2745181.05376,604957.87411,1466737.8495099999,808465.30737,2473553.47564,3559802.68445
438,CC2D1A,325465.4179,105432.6833,125351.7596,162855.8967,459300.1696,358268.8804
439,CCAR1,7834502.912800001,2252554.99152,3436009.3864,2504451.6558299996,10145996.8846,8998364.4733
440,CCAR2,6272609.342,1759697.4754,2945259.9458,1844854.422,7935970.0519,7335337.0914
441,CCDC102A,45725.83934,10350.79047,18579.76168,13214.98181,61362.10766,46571.63948
442,CCDC121,1859354.0839,7674735.182,8798361.768,15010127.462,1328860.2691,2555444.098
443,CCDC124,5856630.5481,484457.03487999993,674623.20991,571068.31669,6619714.0981,6576229.9002
444,CCDC126,78454.62939,23243.29913,37485.4781,33262.13542,66853.08197,52995.72674
445,CCDC13,1893144.139,2013636.423,1487576.397,2711977.655,1909856.148,2322538.632
446,CCDC14,558346.3502,139801.303,299793.4206,145144.028,3561163.749,269430.1521
447,CCDC22,681691.889,127656.9993,185297.3456,148557.6072,765803.9993,739911.4696
448,CCDC47,7791011.9313,1333399.7892,1565049.3715000001,1732795.2661,14215734.7982,7832688.8897
449,CCDC50,5555266.4768,1642846.1755,1343364.6043,1901236.1829,5663654.220000001,6610275.5273
450,CCDC6,5864780.68623,1030043.71087,1311404.58529,1066022.2285499999,6591884.9177,6720646.4961399995
451,CCDC86,1133057.294,67387.04989,97253.2686,190976.2199,2212345.809,1273042.014
452,CCDC88A,257359.8268,97942.15084,111396.8815,200455.2427,330030.9887,335977.493
453,CCDC91,139664.2196,62653.83708,118290.0256,99430.26718,177694.9897,155951.7209
454,CCDC93,546384.1248999999,130803.27335,190355.57809999998,145886.32214,1464282.4857,505107.45460000006
455,CCL2,357074.0982,109791.5244,760794.1836,107653.766,308619.4452,269144.865
456,CCM2,136299.0227,76091.61723,161830.1134,116858.8645,211785.4258,136606.1837
457,CCN1,25363294.784113,93453390.82884,206045563.98138,97906932.4409,11585252.542071,25465157.167686
458,CCN2,19710299.31991,227868937.32429,318351513.7163,159135694.22203,8193694.58373,22735138.44634
459,CCNDBP1,197742.0106,98596.43812,79636.13831,43951.09293,543312.5911,253697.9835
460,CCNF,839784.4659,108653.4318,216744.2176,153841.5048,427870.4562,535555.9737
461,CCNYL1,366637.3532,210629.962,176326.0086,231266.0986,649765.1275,345039.5112
462,CCS,4719792.5112,708893.8083,857336.3631,949946.0846000001,4966514.238,5173946.6491
463,CCT2,145360742.325616,74374990.438888,102278890.599583,66100009.599905,170679262.871149,185324276.007604
464,CCT3,143013916.02933,72443376.140886,96304713.56971,62109429.582136,176989458.54648,176721012.0116
465,CCT4,181898615.732795,83431550.488404,125142074.370195,83556478.627644,225908870.56562,212154347.691298
466,CCT5,196091119.394049,104928921.487765,143229811.371411,93980788.327553,208253739.145989,255857146.076308
467,CCT6A,176844136.06116,82166033.626692,109336818.25021,71577920.421068,210731597.36337,212917782.27995
468,CCT7,184497013.90504,82223955.475679,116512643.30989,81387671.554321,240753678.39026,216412744.39405
469,CCT8,237995364.24543,119944897.70316,184561029.57756,117253726.42793,270501906.11581,292550244.57736003
470,CD109,28032130.78675,69008719.14611,111047083.98638,101509704.49908,30867568.12972,36271101.997940004
471,CD151,34732773.77209,105317560.63203,93601256.22845,107661881.34363,28388468.4215,42052965.65107
472,CD19,307272.9482,654259.9502,970959.2243,388928.5915,936442.0286,294125.0305
473,CD276,1279261.82714,1690764.56323,1333138.0160400001,1919933.46953,1192469.87501,1691277.6571999998
474,CD2AP,12846455.0863,3359044.38055,4558665.72373,5611533.77664,14697600.8864,15219394.243
475,CD2BP2,1677341.699,427533.9444,657245.2524,785241.5248,2056111.837,1629790.592
476,CD44,282381241.74064803,386057090.506676,467487292.837747,550986171.365059,268950190.20961803,310059460.181045
